title,phone,address,googlemap_address_url,region,city,discount_details
مجمع رعاية الاولية (ضرما),tel:0115221414,العنوان : العنوان : ضرما - شارع الملك عبدالعزيز,"https://www.google.com.sa/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9+%D8%A7%D9%84%D8%A3%D9%88%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A+%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3%E2%80%AD/@24.5996624,46.1344335,16.71z/data=!4m8!1m2!2m1!1z2LbYsdmF2Kcg2KfZhNix2LnYp9mK2Kkg2KfZhNin2YjZhNmK2Kkg!3m4!1s0x3e2929285dba0459:0xacf371c39685e56e!8m2!3d24.600952!4d46.1300324?hl=ar",المنطقة الوسطى,المزاحمية,"{'*كشف طبيب الاسنان مجانا لحاملي بطاقة تكافل العربية .': ' ', '*كشف دكتور اخصائي': '25', '*كشف دكتور طبيب عام': '15', '*خصم على المختبر .': '30', '*خصم على الأشعة .': '30', '*خصم على خدمات قسم الطوارئ .': '30', '*خصم على خدمات الأسنان .': '30', '*خصم على خدمات قسم الليزر .': '30', '*خصم على باقي الخدمات .': '30', '*برنامج متابعة الحمل': '1100', '*خصم على  الأدوية .': '5', '*خصم  على مستحضرات التجميل .': '7'}"
مجمع رعاية الاولية (غرناطة),tel:0115232829,العنوان : العنوان : المزاحمية - حي غرناطة,"https://www.google.com/maps/place/عيادات رعاية الاوليه‭/@24.470816,46.2681417,15z/data=!4m5!3m4!1s0x0:0xa684e451b8b0f843!8m2!3d24.470816!4d46.2681417?hl=ar-AE",المنطقة الوسطى,المزاحمية,"{'*كشف طبيب الاسنان': ' ', '*كشف دكتور اخصائي': '25', '*كشف دكتور طبيب عام': '15', '*خصم على المختبر .': '30', '*خصم على الأشعة .': '30', '*خصم على خدمات قسم الطوارئ .': '30', '*خصم على خدمات الأسنان .': '30', '*خصم على خدمات قسم الليزر .': '30', '*خصم على باقي الخدمات .': '30', '*برنامج متابعة الحمل': '1100', '*خصم على  الأدوية .': '5', '*خصم على مستحضرات التجميل .': '7'}"
دار كوف الشركة التشيكية السعودية الطبية (شارع أبوموسى الأنصاري ),tel:0138390000,العنوان : سيهات - شارع أبوموسى الأنصاري,"https://www.google.com.sa/maps/place/Saudi Darkov داركوف السعودية‭/@26.4915032,50.0420654,17z/data=!4m12!1m6!3m5!1s0x3e49fe4b201b7649:0x56c9a9c674ec49fb!2zU2F1ZGkgRGFya292INiv2KfYsdmD2YjZgSDYp9mE2LPYudmI2K_Zitip!8m2!3d26.4913973!4d50.0419646!3m4!1s0x3e49fe4b201b7649:0x56c9a9c674ec49fb!8m2!3d26.4913973!4d50.0419646?hl=en",المنطقة  الشرقية,سيهات,"{'خصم على الكشف في جميع العيادات': '35', 'خصم على خدمات العلاج العطبيعي ( جلسات علاجية )': '25', 'خصم على الكشف في قسم العلاج الطبيعي للاطفال': '35', 'خصم على عيادة العظام': '25', 'خصم على عيادة النفسية': '25', 'خصم على عيادة الباطنية': '25', '6 جلسات علاج طبيعي للاطفال قبل الخصم 1100 ريال بعد': '825', 'مساج استرخائي لكامل الجسم': '184', 'مساج استرخائي لنص الجسم': '92', 'خصم على العروض الخاصة': '10'}"
مجمع عيادات العناية بالاسنان (حي طويق),tel:0115236660,العنوان : العنوان : المزاحمية - حي طويق - طريق الامير سلطان بن عبدالعزيز,"https://www.google.com.sa/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%A7%D9%84%D8%B9%D9%86%D8%A7%D9%8A%D8%A9+%D8%A8%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/@24.4724773,46.2867874,17z/data=!3m1!4b1!4m5!3m4!1s0x3e2f2ddf9631853d:0xc524a8241ed7b442!8m2!3d24.4724773!4d46.2845987?hl=ar-SA",المنطقة الوسطى,المزاحمية,"{'*الكشف وفتح الملف والإستشارة مجاناً لحاملي بطاقة تكافل العربية .': ' ', '*خصم على جميع الخدمات .': '25', '*خصم على شد التقويم .': '20'}"
مجمع عيادات فراشة الحياة الطبي ( HealthMe ),tel:0138505999,العنوان : ‎سيهات - حي الكوثر - طريق الخليج,"https://www.google.com.sa/maps/place/HealthMe/@26.482383,50.0522129,17z/data=!3m1!4b1!4m5!3m4!1s0x3e49fe6268b6769b:0x734bda066a5f8290!8m2!3d26.482383!4d50.0544016?hl=en-SA",المنطقة  الشرقية,سيهات,"{'عيادة الاطفال :': '  ', '*خصم  على استشاري الاطفال .': '35', '*خصم  على اخصائية الاطفال .': '35', 'عيادة جراحة الاطفال :': '   ', '* خصم على الكشف و الاستشارة .': '30', '* عملية الختان .': '550 ', 'عيادة التغذية :': '  ', '* خصم  على الكشف و الاستشارة.': '30', 'عيادة جراحة المخ و الاعصاب :': '  ', 'عيادة الرعاية النفسية :': '    ', '* خصم على الكشف و الاستشارة.': '35 ', 'عيادة النطق و التخاطب :': '  ', 'عيادة الاسنان :': '  ', '* الكشف و الاستشارة عند الطبيب العام .': 'مجاناً ', '* اشعة صغيرة .': '35 ', '* تنظيف اسنان ( اطفال ) .': '60 ', '* تنظيف اسنان ( بالغين ) .': '100 ', '* الغاز الضاحك .': '300 ', '* خصم على الحشوات .': '20', '* خصم على علاج العصب .': '20', '* خصم على خلع السن .': '20', '* خصم على التحاليل المخبرية .': '20', '* خصم  على العروض الخاصة .': '10'}"
مجمع الرين الطبي (حي طويق),tel:0115234575,العنوان : العنوان : المزاحمية - حي طويق - طريق الامير سلطان بن عبدالعزيز,"https://www.google.com.sa/maps/place/مجمع الرين الطبي‭/@24.4717446,46.2871197,17z/data=!3m1!4b1!4m5!3m4!1s0x3e2f2ddfeee0b051:0x5cd7233f52ce1fa9!8m2!3d24.4717446!4d46.284931?hl=ar-SA",المنطقة الوسطى,المزاحمية,"{'*خصم على جميع الكشوفات .': '50', '*خصم على خدمات الأسنان .': '35', 'خصم على قسم الجلدية والتجميل .': '30', '*خصم  على الطوارئ .': '20', '*البوتكس 1 ملي': '765', '*خيوط شد ورفع  وجه (أمريكي )': '1040', '*خصم على سعر الفيلر .': '40', '*برنامج متابعة الحمل': '900', '*إشتراك النادي الرياضي': '300', '*خصم على الصيدلية .': '6', 'خصم على المختبر .': '30', '*خصم  على الأشعة .': '30', '*الخصم لا يشمل العروض الخاصة بالمجمع .': ' '}"
مجمع رام الطبي (راس تنورة ),"tel:0135311282,tel:حجز المواعيد ( 0509386667 ),http://ar.ramclinics.net/",العنوان : رأس تنورة - حي الدانة - شارع الامير محمد بن فهد,"https://www.google.com.sa/maps/place/مجمع عيادات رام - رأس تنورة‭/@26.6869783,50.1161137,12z/data=!4m8!1m2!2m1!1z2LHYp9izINin2YTYqtmG2YjYsdipINmF2LHZg9iyINix2KfZhSA!3m4!1s0x0:0x3b2a3ac29148a165!8m2!3d26.7040213!4d50.0588608?hl=ar",المنطقة  الشرقية,رأس تنورة,"{'قسم خدمات الاسنان': ' ', '*تركيبات البورسلين الألماني للسن الواحد .': '600', '*العدسات السنية ( ابتسامة هوليود ) العدسة للسن الواحد .': '875', '*زراعة الأسنان بالنظام الألماني للسن الواحد بدون تركيبة .': '2500', '*تركيبات الزيركون الألماني للسن الواحد .': '875', '*تبييض الأسنان بتقنية white smile .': '650', '*تقويم الأسنان العادي ( الحالات البسيطة والمتوسطة ) لمدة عام بنظام الأقساط الشهرية 300 ريال شهرياً (شامل الأشعه والمقاسات والجهاز ) مجاناً .': '4450', 'جلسة الغاز الضاحك لعلاج الأطفال .': '325', 'تقويم الاسنان الشفاف ( الحالات البسيطة والمتوسطة ) لمدة عام بنظام الاقساط الشهرية 300 ريال شهريا شامل ( الاشعه - المقاسات - الجهاز ) مجانا .': '6850', '*خصم على عمليات جراحة الفم والفكين .': '15', '*خصم على باقي الخدمات ( لايشمل الاشعة ) .': '40', '*قسم الجلدية والتجميل :': ' ', '*جلسة ازالة شعر الوجه مع الرتوش .': '170', '*جلسة تحديد الذقن للرجال مع الرتوش .': '250', 'جلسة توريد شفاه بالكربون': '100', '*جلسة تقشير شفاه .': '230 ', '*إزالة الشعر كامل الجسم دون البطن والظهر بدون رتوش .': '420', '*جلسة اسبكترا كربوني للوجه مع تشقير': '175', '*حقن فيلر توسيال 1 مل .': '860', '*حقن فيلر جوفيدرم 1 مل .': '1000', '*حقن بوتكس لمنطقة واحدة .': '700', '*باقة التخسيس الكاملة (تشمل عدد جلة واحدة بجهاز crylipolysis و عدد 3 جلسات بجهاز Exilis ) .': '1150', '*جلسة حقن البلازما للمنطقة الواحدة .': '599', 'جلسة شد الوجه والرقبة في جلسة واحدة بدون جراحة بجهاز ( Ultraformer ) حصريا فرع دار رام': '1500', '*خصم على العمليات التجميلية .': '20', '*خصم على باقي خدمات الجلدية .': '40', '* خدمات الرعاية الصحية .': ' ', '*برنامج هشاشة العظام وتقييم المفاصل .': '333', '*برنامج الفحص الشامل .': '245', '*( الانيميا ) برنامج الكشف الشامل لامراض فقر الدم .': '299', '*برنامج الكشف عن امراض الغدة الدرقية .': '444', '*برنامج متابعه الحمل من الشهر الاول حتى الولادة .': '1620', '*برنامج الكشف المبكر عن داء السكري .': '155', '*برنامج التقييم العصبي .': '222', 'خصم على الاشعة والعمليات الجراحية': '35', 'خصم على المختبر': '25', 'باقي الخدمات': '20', '*خصم في حال وجود عروض خاصة لحاملي بطاقة تكافل العربية .': '5', '* ملاحظة .': ' ', 'في حالة بدأ المراجع تقويم بالخارج ويرغب في الاكمال مع رام يحصل على خصم على اجمالي التكلفة': '40', 'يدفع العميل الكشف بسعره العادي وفي حالة عمل الخدمة تكون قيمة الكشف ( 25 ريال ) فقط ويخصم الفرق للعميل .(باستثناء الاستشاريين )': '25'}"
مراكز زهير للبصريات (جميع الفروع),,,,المنطقة  الشرقية,سيهات,"{'*خصم على فريم طبي بيور .': '50', '*خصم  على فريم طبي سيلفر .': '50', '*خصم على فريم طبي فيتريو .': '50', '*خصم  على فريم طبي برنس .': '50', '*خصم  على فريم طبي ليبرتو .': '50', '*خصم  على فريم طبي ميجا .': '50', '*خصم  على فريم طبي (ماركة عالمية) .': '40', '*خصم  على نظارة شمسية سليفر .': '50', '*خصم  على نظارة شمسية برنس .': '50', '*خصم  على نظارة شمسية ليبرتو .': '50', '*خصم  على نظارة شمسية (ماركة عالمية) .': '40', '*خصم  على العدسات الطبية .': '15', '**خصم  على العدسات اللاصقة .': '10'}"
صيدليات كل العائلة (سيهات),tel:0554844301,العنوان : سيهات - عنك - شارع القسمة - بعد مجمع عنك 300 متر,"https://www.google.com.sa/maps/place/26%C2%B031'06.1%22N+50%C2%B001'40.1%22E/@26.5183525,50.0299864,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d26.5183525!4d50.0277977?hl=ar",المنطقة  الشرقية,سيهات,"{'*خصم  على الادوية داخل الصيدلية . ماعدا الحفايظ والحليب.': '10', '*خصم  على مستحضرات التجميل .': '10'}"
مجمع عيادات حبتر لطب الاسنان,tel:0172671440,العنوان : تثليث - حي الخالدية,"https://www.google.com.sa/maps/dir/24.7367104,46.6802013/مجمع حبتر الطبي تثليث‭‭/@19.5320816,43.5353718,15.75z/data=!4m9!4m8!1m1!4e1!1m5!1m1!1s0x15f0c1e3ca5972f5:0x27f1c8922afaae6e!2m2!1d43.5287179!2d19.5309451",المنطقة الجنوبية,تثليث,"{'الكشف و فتح الملف مجانا لحاملي تكافل العربية': ' ', 'الخلع العادي': '130', 'اشعة صغيرة': '40', 'حشوة تجميلية كمبوذيت': '150', 'خلع ضرس العقل بدون جراحة': '300', 'خلع ضرس العقل بجراحة': '700', 'تركيبة البورسلين': '400', 'تركيبة الزيركون': '700', 'تنظيف الاسنان': '150', 'تبييض الاسنان بالليزر': '800', 'سناب اون للفكين': '1500', 'خصم على باقي الخدمات': '20', 'خصم على العروض الخاصة': '5'}"
